type	time	src	dst	parent
0	18.9339	57	48	899
0	18.9609	6	6	-1
0	18.9616	76	76	-1
0	18.9747	10	10	-1
2	18.9779	13	74
0	18.9845	2	2	-1
0	18.9849	60	13	888
0	18.9895	11	11	-1
0	19.0003	67	67	-1
0	19.0124	15	15	-1
0	19.0186	40	40	-1
0	19.035	48	48	-1
0	19.0405	93	93	-1
0	19.0443	11	11	-1
0	19.06	11	11	-1
0	19.0639	3	3	-1
0	19.0748	37	37	-1
0	19.1006	0	0	-1
0	19.105	97	97	-1
0	19.1424	67	67	-1
0	19.1822	18	18	-1
0	19.1989	18	18	-1
0	19.2038	25	25	-1
0	19.2124	37	94	978
0	19.2299	85	85	-1
0	19.2325	8	8	-1
0	19.2386	1	1	-1
0	19.2641	0	0	-1
0	19.3132	37	26	944
0	19.3528	87	87	-1
0	19.3556	9	9	-1
0	19.4001	36	36	-1
0	19.4032	39	39	-1
0	19.4162	16	16	-1
0	19.4267	33	33	-1
0	19.445	23	23	-1
0	19.45	40	40	-1
0	19.4983	65	65	-1
0	19.4988	57	57	-1
0	19.5582	28	28	-1
0	19.5803	84	84	-1
0	19.5987	31	31	-1
0	19.6008	34	34	-1
0	19.6019	85	85	-1
0	19.6047	95	95	-1
0	19.6084	3	3	-1
0	19.6291	26	26	-1
0	19.6506	13	13	-1
2	19.6681	82	40
0	19.7018	77	77	-1
0	19.7132	41	41	-1
2	19.7134	29	31
0	19.7163	72	72	-1
0	19.7276	44	44	-1
0	19.7353	50	50	-1
0	19.7413	31	31	-1
0	19.7467	81	81	-1
0	19.7739	77	77	-1
0	19.7767	93	48	998
2	19.8179	38	8
0	19.8251	23	48	1021
0	19.8463	73	73	-1
0	19.849	19	19	-1
0	19.8644	57	57	-1
0	19.8749	57	57	-1
0	19.8953	62	62	-1
2	19.9649	60	13
0	19.9793	70	70	-1
0	20.0229	30	30	-1
0	20.0951	22	22	-1
0	20.0959	52	52	-1
0	20.1024	46	46	-1
0	20.1038	32	32	-1
0	20.1333	85	85	-1
0	20.1392	48	48	-1
0	20.1866	6	13	988
0	20.1889	20	20	-1
0	20.1997	17	17	-1
0	20.209	30	30	-1
0	20.2256	79	79	-1
0	20.2526	65	65	-1
0	20.2844	12	12	-1
0	20.3012	11	11	-1
0	20.3301	47	47	-1
0	20.3412	89	89	-1
0	20.3862	91	91	-1
0	20.4098	29	29	-1
0	20.4354	46	46	-1
0	20.4996	92	92	-1
0	20.5135	66	66	-1
0	20.5391	64	64	-1
0	20.5736	17	17	-1
0	20.6173	20	20	-1
0	20.6418	30	30	-1
0	20.6681	43	43	-1
0	20.6757	19	15	977
0	20.6838	45	45	-1
0	20.6866	70	70	-1
0	20.7152	41	41	-1
0	20.7528	50	50	-1
0	20.7794	75	75	-1
0	20.8544	37	37	-1
0	20.8666	19	15	1045
0	20.8794	60	60	-1
0	20.8907	18	5	1006
0	20.892	26	26	-1
0	20.8949	72	72	-1
0	20.9176	10	10	-1
0	20.9444	6	74	1057
0	20.9464	77	77	-1
0	20.9997	38	38	-1
0	21.0073	86	86	-1
0	21.0114	95	95	-1
0	21.012	17	17	-1
0	21.0391	76	76	-1
0	21.0447	77	91	1041
0	21.0566	54	54	-1
0	21.0714	37	94	1083
0	21.097	60	60	-1
0	21.1019	69	69	-1
0	21.1464	39	39	-1
0	21.1506	60	60	-1
0	21.1602	97	97	-1
0	21.1887	14	14	-1
0	21.1888	99	99	-1
0	21.1976	30	30	-1
0	21.2097	51	51	-1
0	21.2186	78	78	-1
0	21.2497	70	70	-1
0	21.2669	91	91	-1
0	21.2853	47	47	-1
0	21.3142	69	69	-1
0	21.3188	54	54	-1
0	21.3595	8	8	-1
0	21.3993	91	91	-1
0	21.4037	91	91	-1
0	21.4054	14	87	1105
0	21.4174	82	82	-1
0	21.423	73	73	-1
0	21.4529	38	38	-1
0	21.4533	74	74	-1
0	21.4654	36	36	-1
0	21.5075	8	8	-1
0	21.5196	64	64	-1
0	21.5414	16	16	-1
0	21.5557	31	31	-1
0	21.574	57	48	1047
0	21.6006	66	66	-1
0	21.6573	4	4	-1
0	21.6833	99	99	-1
0	21.7301	60	6	1103
0	21.746	10	10	-1
0	21.7461	79	79	-1
0	21.7817	85	85	-1
0	21.8077	48	48	-1
0	21.8246	14	14	-1
0	21.8463	68	68	-1
2	21.8507	6	74
0	21.862	36	36	-1
0	21.8776	54	66	1098
0	21.9029	34	34	-1
2	21.9183	81	70
0	21.9522	78	78	-1
2	22	88	63
0	22.0044	77	77	-1
0	22.0284	13	13	-1
0	22.0537	54	49	1098
0	22.0557	52	52	-1
0	22.0716	74	74	-1
0	22.0721	94	94	-1
0	22.0878	38	8	1121
0	22.1206	54	66	1145
0	22.1252	90	90	-1
0	22.1257	46	46	-1
0	22.1363	16	16	-1
0	22.1982	25	25	-1
0	22.2033	54	54	-1
0	22.2304	72	72	-1
0	22.2487	49	49	-1
0	22.2577	92	92	-1
0	22.2717	46	46	-1
0	22.2732	94	94	-1
0	22.2857	16	16	-1
0	22.299	60	13	1132
0	22.3185	7	7	-1
0	22.3212	51	51	-1
0	22.4051	76	76	-1
0	22.4279	60	6	1100
0	22.5214	54	54	-1
0	22.5741	56	56	-1
0	22.6042	5	5	-1
0	22.6096	56	56	-1
0	22.6224	32	32	-1
0	22.6419	82	82	-1
0	22.656	24	24	-1
0	22.6918	0	0	-1
0	22.775	96	96	-1
0	22.7809	30	30	-1
0	22.8205	50	50	-1
0	22.8226	8	8	-1
0	22.8286	76	76	-1
0	22.8326	27	27	-1
0	22.8777	86	86	-1
0	22.8931	8	8	-1
0	22.9195	45	45	-1
0	22.9212	39	39	-1
0	22.9219	71	71	-1
0	22.9415	41	41	-1
0	22.9447	54	66	1114
0	22.9517	71	71	-1
0	22.9544	80	80	-1
0	22.9611	70	70	-1
0	22.9636	10	10	-1
0	22.964	13	74	1144
0	23.0195	54	54	-1
0	23.0862	73	73	-1
0	23.0941	33	33	-1
0	23.126	94	94	-1
0	23.1394	54	66	1193
0	23.1762	96	96	-1
0	23.1888	48	48	-1
0	23.2418	2	2	-1
0	23.2659	7	7	-1
0	23.2678	26	26	-1
0	23.271	48	48	-1
0	23.2854	34	34	-1
0	23.291	71	16	1185
0	23.3326	16	16	-1
0	23.3474	49	49	-1
0	23.3484	30	30	-1
0	23.3485	83	83	-1
0	23.3531	87	87	-1
0	23.3565	45	45	-1
0	23.3576	38	38	-1
0	23.3675	33	33	-1
0	23.3842	97	97	-1
0	23.394	4	4	-1
0	23.4199	11	11	-1
0	23.4377	86	86	-1
0	23.4525	71	71	-1
0	23.4592	75	75	-1
0	23.4927	72	55	1088
0	23.581	73	73	-1
0	23.5828	74	74	-1
0	23.6007	91	91	-1
0	23.6368	84	84	-1
0	23.6403	63	63	-1
0	23.6556	56	56	-1
0	23.6937	19	19	-1
0	23.7074	84	84	-1
0	23.7186	18	18	-1
0	23.733	27	27	-1
0	23.7431	79	79	-1
0	23.759	88	88	-1
0	23.7802	66	66	-1
0	23.8415	61	61	-1
0	23.887	50	50	-1
0	23.8877	22	22	-1
0	23.9165	30	38	1208
0	24.0713	35	35	-1
0	24.073	91	91	-1
0	24.0874	28	28	-1
0	24.0912	24	24	-1
0	24.1121	42	42	-1
0	24.1179	63	63	-1
0	24.1214	83	83	-1
0	24.1542	63	63	-1
0	24.1934	27	27	-1
0	24.2033	52	52	-1
0	24.215	49	49	-1
0	24.2187	35	35	-1
0	24.2226	66	66	-1
0	24.2315	51	51	-1
0	24.2441	56	56	-1
0	24.2447	68	68	-1
2	24.2539	99	66
0	24.2726	22	86	1236
0	24.3015	85	85	-1
0	24.3238	97	97	-1
0	24.3279	34	34	-1
0	24.3369	41	41	-1
0	24.3728	86	86	-1
0	24.4172	7	7	-1
0	24.4177	65	65	-1
0	24.4376	38	8	1092
0	24.4425	56	56	-1
2	24.4679	44	97
0	24.5014	49	66	1207
0	24.5196	75	75	-1
0	24.5355	63	63	-1
0	24.5413	75	75	-1
0	24.6161	48	48	-1
0	24.6286	98	98	-1
0	24.6343	30	30	-1
0	24.6484	80	80	-1
0	24.6959	54	66	1167
0	24.7052	31	31	-1
0	24.7129	34	34	-1
0	24.7155	41	41	-1
0	24.7545	34	34	-1
0	24.7597	92	92	-1
0	24.7813	55	55	-1
0	24.798	17	17	-1
0	24.8161	36	36	-1
0	24.8264	92	92	-1
0	24.8308	64	64	-1
0	24.8361	1	1	-1
0	24.8509	83	83	-1
0	24.8855	95	95	-1
0	24.8937	23	23	-1
0	24.913	57	57	-1
0	24.9147	4	4	-1
0	24.9362	84	84	-1
0	24.9524	26	26	-1
0	24.9759	33	33	-1
0	24.9955	36	36	-1
0	25.004	48	48	-1
0	25.0105	15	15	-1
0	25.0135	40	40	-1
0	25.0195	81	81	-1
0	25.0523	77	77	-1
0	25.0811	72	72	-1
0	25.0813	93	93	-1
0	25.1426	33	33	-1
0	25.1505	90	90	-1
0	25.1551	23	23	-1
0	25.1842	34	34	-1
0	25.2026	82	82	-1
0	25.226	21	21	-1
0	25.239	38	38	-1
0	25.2412	97	97	-1
0	25.2485	3	3	-1
0	25.2842	57	57	-1
0	25.2844	67	67	-1
0	25.3027	43	43	-1
0	25.3252	6	6	-1
0	25.3259	58	58	-1
0	25.3383	22	22	-1
0	25.3564	77	91	1297
0	25.3599	67	67	-1
2	25.3856	13	31
0	25.388	10	10	-1
0	25.4177	81	81	-1
0	25.4191	6	74	1312
0	25.4232	13	13	-1
0	25.4284	4	4	-1
0	25.4469	61	61	-1
0	25.4656	74	74	-1
0	25.4939	60	60	-1
0	25.503	97	97	-1
0	25.5233	81	70	1318
0	25.5249	24	24	-1
0	25.537	58	58	-1
0	25.5783	8	8	-1
0	25.6078	76	76	-1
0	25.6095	92	92	-1
0	25.6316	94	94	-1
0	25.6417	55	55	-1
0	25.6531	33	33	-1
0	25.7044	93	93	-1
0	25.7129	98	98	-1
0	25.7129	80	80	-1
0	25.7149	24	24	-1
0	25.721	7	7	-1
0	25.758	76	76	-1
0	25.7908	14	14	-1
0	25.7954	50	50	-1
0	25.797	67	67	-1
0	25.8088	6	6	-1
0	25.8133	88	88	-1
0	25.8697	54	54	-1
0	25.8765	22	86	1314
0	25.8969	54	54	-1
0	25.9484	22	22	-1
2	25.9577	41	63
0	26.0334	84	84	-1
0	26.0376	49	49	-1
0	26.0577	48	48	-1
0	26.0783	14	14	-1
0	26.0861	44	44	-1
0	26.0987	78	78	-1
0	26.1083	82	82	-1
0	26.1241	18	18	-1
0	26.1405	75	75	-1
0	26.148	70	70	-1
0	26.1726	9	9	-1
0	26.1774	30	30	-1
0	26.1807	22	86	1349
0	26.2011	93	93	-1
0	26.2043	3	3	-1
0	26.2123	25	25	-1
0	26.2399	45	45	-1
0	26.2729	0	0	-1
0	26.2729	65	65	-1
0	26.2874	53	53	-1
0	26.2976	36	36	-1
0	26.3055	16	16	-1
2	26.3114	87	53
0	26.3175	36	36	-1
0	26.3381	66	66	-1
0	26.3492	83	83	-1
0	26.3501	34	34	-1
0	26.3614	5	5	-1
0	26.3646	22	22	-1
0	26.3904	1	1	-1
0	26.3924	59	59	-1
0	26.4038	15	15	-1
0	26.4265	66	66	-1
0	26.4523	12	12	-1
0	26.4616	11	11	-1
0	26.4772	51	51	-1
0	26.4983	51	51	-1
0	26.5392	62	62	-1
0	26.5424	77	77	-1
0	26.5563	10	10	-1
0	26.5597	18	18	-1
0	26.5852	11	11	-1
0	26.5975	39	39	-1
0	26.602	53	53	-1
0	26.6207	6	6	-1
0	26.6407	71	71	-1
0	26.6446	12	12	-1
0	26.6545	44	97	1354
0	26.6768	45	45	-1
0	26.6945	1	1	-1
0	26.6969	45	45	-1
0	26.6988	33	33	-1
0	26.702	88	88	-1
0	26.7162	29	29	-1
0	26.7352	83	83	-1
0	26.737	23	48	1286
0	26.7526	88	63	1401
0	26.7596	22	22	-1
0	26.766	71	16	1394
0	26.7678	90	90	-1
0	26.7985	22	22	-1
0	26.8157	10	10	-1
0	26.8188	8	8	-1
0	26.8665	71	71	-1
0	26.9021	9	9	-1
0	26.9682	93	93	-1
0	26.9789	45	45	-1
0	27.0267	53	53	-1
0	27.0922	52	52	-1
0	27.1008	35	35	-1
0	27.1224	40	40	-1
0	27.1333	55	55	-1
0	27.1381	31	31	-1
0	27.1408	62	62	-1
0	27.1478	51	51	-1
0	27.1582	46	46	-1
0	27.1815	95	95	-1
0	27.1997	36	36	-1
0	27.2395	49	49	-1
0	27.322	41	41	-1
0	27.3243	98	98	-1
0	27.3498	37	37	-1
0	27.35	60	60	-1
0	27.3705	90	90	-1
0	27.3711	18	18	-1
0	27.394	95	95	-1
0	27.3944	70	70	-1
0	27.4003	29	31	1402
0	27.4475	53	53	-1
0	27.454	21	21	-1
0	27.4824	96	96	-1
0	27.5478	47	47	-1
0	27.5812	87	87	-1
0	27.6437	92	92	-1
2	27.6671	35	60
0	27.6989	97	97	-1
0	27.7211	84	84	-1
0	27.7601	30	30	-1
0	27.8097	93	93	-1
0	27.8326	22	22	-1
0	27.8722	89	89	-1
0	27.8969	49	49	-1
0	27.9984	22	22	-1
0	28.005	0	0	-1
0	28.0171	37	37	-1
0	28.0171	4	4	-1
0	28.028	24	24	-1
0	28.0363	56	56	-1
0	28.04	51	51	-1
0	28.0692	84	84	-1
0	28.0825	66	66	-1
0	28.096	77	77	-1
0	28.1191	63	63	-1
0	28.1372	43	43	-1
0	28.1421	30	30	-1
0	28.1575	24	24	-1
0	28.1652	60	6	1431
0	28.1998	41	41	-1
0	28.2217	50	50	-1
0	28.2404	93	48	1446
0	28.2609	35	35	-1
0	28.2785	59	59	-1
0	28.2808	53	53	-1
0	28.329	34	34	-1
0	28.3295	36	36	-1
0	28.3601	7	7	-1
0	28.3607	60	60	-1
0	28.3837	68	68	-1
0	28.4054	52	52	-1
0	28.419	41	63	1428
0	28.428	86	86	-1
0	28.4368	93	93	-1
0	28.4536	87	87	-1
0	28.4613	43	43	-1
0	28.4668	42	42	-1
0	28.4729	83	83	-1
0	28.473	87	87	-1
0	28.4941	57	48	1287
0	28.4976	82	82	-1
0	28.5019	47	47	-1
0	28.5572	83	83	-1
0	28.5597	85	85	-1
0	28.5636	89	89	-1
0	28.5747	87	87	-1
0	28.5806	15	15	-1
0	28.6015	41	63	1465
0	28.6173	54	49	1346
0	28.6402	68	68	-1
0	28.6553	21	21	-1
0	28.6609	16	16	-1
0	28.6747	3	3	-1
0	28.6893	97	97	-1
0	28.6987	61	61	-1
0	28.7604	90	90	-1
0	28.7692	91	91	-1
0	28.8306	32	32	-1
0	28.8523	10	10	-1
0	28.861	30	38	1445
0	28.8825	11	11	-1
0	28.8983	83	83	-1
0	28.9248	16	16	-1
0	28.9388	7	7	-1
0	28.939	50	50	-1
0	28.9429	81	81	-1
0	28.9526	77	91	1459
2	28.957	22	31
0	28.9579	81	70	1511
0	28.9687	44	44	-1
0	28.9924	4	4	-1
0	29.0829	6	6	-1
0	29.0892	68	68	-1
0	29.1376	38	38	-1
0	29.1462	4	83	1515
0	29.1616	22	22	-1
0	29.1629	80	80	-1
0	29.1778	44	44	-1
0	29.1837	37	37	-1
0	29.2069	58	58	-1
0	29.2121	96	96	-1
0	29.2297	60	13	1464
0	29.2534	4	83	1453
0	29.275	71	71	-1
0	29.2788	23	23	-1
0	29.3256	97	97	-1
0	29.3263	6	6	-1
0	29.3277	24	24	-1
0	29.3497	34	34	-1
0	29.3664	23	23	-1
0	29.3681	69	69	-1
0	29.3982	99	99	-1
0	29.4547	18	18	-1
0	29.4756	51	51	-1
0	29.516	37	26	1452
0	29.5752	20	20	-1
0	29.5759	38	38	-1
0	29.5863	43	43	-1
0	29.5958	81	81	-1
0	29.61	40	40	-1
0	29.6368	51	51	-1
0	29.6502	74	74	-1
0	29.6644	54	54	-1
0	29.6978	59	59	-1
0	29.7547	36	36	-1
0	29.7887	90	90	-1
0	29.8309	50	50	-1
0	29.8705	31	31	-1
0	29.9187	67	67	-1
0	29.9937	99	99	-1
2	30.0019	55	85
0	30.004	25	25	-1
0	30.0107	72	72	-1
0	30.0256	23	23	-1
0	30.0614	81	70	1543
0	30.0791	18	18	-1
0	30.1291	94	94	-1
0	30.1406	37	37	-1
0	30.1634	18	5	1559
0	30.1743	5	5	-1
0	30.2022	51	51	-1
0	30.2109	17	17	-1
0	30.2151	89	89	-1
0	30.2466	65	65	-1
0	30.2504	62	62	-1
2	30.2573	94	93
0	30.3132	68	68	-1
0	30.3152	36	36	-1
0	30.3239	96	96	-1
0	30.3276	57	57	-1
2	30.3283	73	15
0	30.3291	99	99	-1
0	30.3437	1	1	-1
0	30.3511	96	96	-1
0	30.3673	87	87	-1
0	30.4008	28	28	-1
0	30.4019	6	6	-1
0	30.4231	22	31	1520
0	30.4257	37	26	1523
0	30.4338	30	30	-1
0	30.4592	98	98	-1
0	30.4653	8	8	-1
0	30.4721	14	14	-1
0	30.491	82	82	-1
0	30.4936	23	23	-1
0	30.4986	46	46	-1
0	30.5085	29	29	-1
0	30.5409	37	94	1561
0	30.565	14	87	1584
0	30.5744	22	22	-1
0	30.5811	76	76	-1
0	30.5825	98	98	-1
0	30.5841	94	94	-1
0	30.5989	60	60	-1
0	30.6045	0	0	-1
0	30.6158	22	22	-1
0	30.62	86	86	-1
0	30.6274	68	68	-1
0	30.6357	11	11	-1
0	30.6533	52	52	-1
0	30.662	7	7	-1
0	30.6662	69	69	-1
0	30.6903	94	93	1594
0	30.7063	54	66	1547
0	30.7564	97	97	-1
0	30.7836	23	25	1534
0	30.7847	60	13	1595
0	30.7884	72	55	1556
0	30.7969	44	44	-1
0	30.8291	74	74	-1
0	30.8426	50	50	-1
0	30.851	52	52	-1
0	30.9116	65	65	-1
0	30.9264	1	1	-1
0	30.9269	90	90	-1
0	30.9342	60	74	1526
0	30.9463	60	6	1324
0	30.9487	46	46	-1
0	30.9668	99	99	-1
0	30.9918	23	25	1557
0	31.0112	56	56	-1
0	31.014	28	28	-1
0	31.0462	85	85	-1
0	31.0474	23	48	1557
0	31.0503	28	28	-1
0	31.0537	38	8	1518
0	31.1016	60	60	-1
0	31.1364	16	16	-1
0	31.146	74	74	-1
0	31.1546	66	66	-1
0	31.1679	61	61	-1
0	31.171	60	6	1628
0	31.1879	99	99	-1
0	31.2271	93	93	-1
0	31.228	92	92	-1
0	31.2412	83	83	-1
0	31.2413	75	75	-1
0	31.2519	8	8	-1
0	31.2555	47	47	-1
0	31.2591	87	87	-1
0	31.2611	13	13	-1
0	31.2769	13	13	-1
0	31.281	52	52	-1
0	31.2924	35	35	-1
0	31.2928	22	86	1591
0	31.3006	4	4	-1
0	31.3072	82	82	-1
0	31.3246	52	52	-1
0	31.3402	87	87	-1
0	31.3691	56	56	-1
0	31.3696	21	21	-1
0	31.3763	73	73	-1
0	31.3871	83	83	-1
0	31.4159	7	7	-1
0	31.4484	77	77	-1
0	31.4582	69	69	-1
0	31.4793	77	77	-1
0	31.4834	17	17	-1
0	31.5164	67	67	-1
2	31.53	30	68
0	31.5419	46	46	-1
0	31.5596	30	30	-1
0	31.5701	80	80	-1
0	31.5807	5	5	-1
0	31.6063	35	60	1645
0	31.656	87	53	1650
0	31.6714	53	53	-1
0	31.7041	5	5	-1
0	31.7045	93	93	-1
0	31.7104	73	15	1653
0	31.7114	37	37	-1
0	31.7212	25	25	-1
0	31.722	4	4	-1
0	31.7223	20	20	-1
0	31.7278	28	28	-1
0	31.7388	87	53	1641
0	31.742	14	14	-1
0	31.7422	65	65	-1
0	31.7673	4	4	-1
0	31.7964	20	20	-1
0	31.8084	70	70	-1
0	31.8122	78	78	-1
0	31.8329	93	48	1635
0	31.8389	53	53	-1
0	31.8513	79	79	-1
0	31.8815	18	18	-1
0	31.8816	79	79	-1
0	31.9031	33	33	-1
0	31.9487	13	13	-1
0	31.9838	60	74	1618
0	32.0029	65	65	-1
0	32.009	72	85	1609
0	32.0234	92	92	-1
0	32.0662	35	13	1665
0	32.0689	79	79	-1
0	32.0788	90	90	-1
0	32.0912	47	47	-1
0	32.0921	60	74	1464
0	32.0962	44	44	-1
2	32.097	97	62
0	32.1119	36	36	-1
0	32.1226	30	38	1581
0	32.1381	95	95	-1
0	32.1453	8	8	-1
0	32.1456	76	76	-1
0	32.1811	87	53	1576
0	32.1874	99	99	-1
0	32.2026	76	76	-1
0	32.2049	74	74	-1
0	32.2147	7	7	-1
0	32.2188	14	14	-1
0	32.2195	60	74	1633
0	32.2467	26	26	-1
0	32.2928	40	40	-1
0	32.2974	58	58	-1
0	32.3224	43	43	-1
0	32.3372	78	78	-1
0	32.3647	17	17	-1
0	32.3659	46	46	-1
0	32.4156	5	5	-1
0	32.4389	15	15	-1
2	32.4787	60	74
0	32.5009	83	83	-1
2	32.5191	35	13
0	32.5252	77	77	-1
0	32.5461	30	8	1701
0	32.5748	67	67	-1
0	32.5806	78	78	-1
0	32.581	22	86	1597
0	32.6088	20	20	-1
0	32.6354	1	1	-1
0	32.6499	39	39	-1
0	32.6675	58	58	-1
0	32.6847	87	87	-1
0	32.7085	19	19	-1
0	32.7336	73	73	-1
0	32.7421	7	7	-1
0	32.7519	78	78	-1
0	32.7773	33	33	-1
0	32.786	10	10	-1
0	32.7862	57	57	-1
0	32.7892	45	45	-1
0	32.7935	99	99	-1
0	32.7963	83	83	-1
0	32.8053	13	13	-1
0	32.8102	54	54	-1
0	32.838	92	92	-1
0	32.8424	20	20	-1
2	32.8493	0	32
0	32.8668	87	53	1731
2	32.8778	30	8
0	32.8801	78	78	-1
0	32.8833	5	5	-1
0	32.8881	19	19	-1
0	32.9163	53	53	-1
0	32.9232	43	43	-1
0	32.9302	63	63	-1
0	32.9562	66	66	-1
0	32.9731	85	85	-1
0	32.9779	81	81	-1
0	32.9785	63	63	-1
0	32.9791	80	80	-1
0	33.0062	99	99	-1
0	33.0122	5	5	-1
0	33.0949	68	68	-1
0	33.115	20	20	-1
0	33.141	0	0	-1
0	33.1581	51	51	-1
0	33.1618	79	79	-1
0	33.1705	19	15	1732
0	33.1903	99	99	-1
0	33.2511	99	99	-1
0	33.2848	75	75	-1
0	33.2943	93	93	-1
0	33.3438	78	78	-1
0	33.3441	63	63	-1
0	33.3652	4	4	-1
0	33.3767	66	66	-1
0	33.4072	98	98	-1
0	33.4636	1	1	-1
0	33.4666	95	95	-1
0	33.4754	83	83	-1
0	33.4863	3	3	-1
0	33.4975	91	91	-1
0	33.5001	32	32	-1
0	33.5135	1	1	-1
0	33.5161	74	74	-1
0	33.5271	15	15	-1
0	33.5357	4	83	1772
0	33.5472	21	21	-1
0	33.5654	77	77	-1
0	33.5906	30	30	-1
0	33.5908	82	82	-1
0	33.6105	65	65	-1
0	33.612	91	91	-1
0	33.6501	9	9	-1
0	33.66	17	17	-1
0	33.6713	59	59	-1
0	33.6966	13	74	1643
0	33.7031	96	96	-1
0	33.7249	29	31	1588
0	33.7349	9	9	-1
0	33.7361	90	90	-1
0	33.742	31	31	-1
0	33.7495	5	5	-1
0	33.7761	58	58	-1
0	33.8179	36	36	-1
0	33.9009	82	40	1788
0	33.9032	48	48	-1
0	33.928	98	98	-1
0	33.9354	83	83	-1
0	33.9363	60	60	-1
0	33.9378	98	98	-1
0	33.9461	54	66	1743
0	33.9535	43	43	-1
0	33.9968	68	68	-1
0	33.9999	20	20	-1
0	34.007	98	98	-1
0	34.0219	44	44	-1
0	34.0731	67	67	-1
0	34.097	89	89	-1
0	34.0981	79	79	-1
0	34.0985	10	10	-1
0	34.1134	14	14	-1
0	34.1241	95	95	-1
0	34.1367	79	79	-1
0	34.1474	60	6	1807
0	34.1572	33	33	-1
0	34.1632	44	44	-1
0	34.1765	34	34	-1
0	34.1881	30	38	1787
0	34.2012	30	8	1787
0	34.2063	60	13	1807
0	34.2094	94	94	-1
2	34.2165	29	15
0	34.2172	60	74	1828
0	34.2188	69	69	-1
0	34.263	42	42	-1
0	34.2907	66	66	-1
0	34.3198	6	6	-1
0	34.3358	72	72	-1
0	34.365	83	83	-1
0	34.3933	99	99	-1
0	34.3951	5	5	-1
0	34.4006	60	60	-1
0	34.4371	59	59	-1
0	34.4645	67	67	-1
0	34.469	39	39	-1
0	34.4877	99	99	-1
0	34.5019	23	23	-1
0	34.5049	53	53	-1
0	34.5303	18	18	-1
0	34.5341	10	10	-1
0	34.5854	0	0	-1
0	34.593	25	25	-1
0	34.6344	72	72	-1
0	34.6527	15	15	-1
0	34.653	72	55	1850
0	34.6552	39	39	-1
0	34.6572	43	43	-1
0	34.6803	86	86	-1
0	34.7124	61	61	-1
0	34.7129	23	23	-1
0	34.7157	93	48	1769
0	34.7273	61	61	-1
0	34.7528	51	51	-1
0	34.7689	36	36	-1
0	34.7726	55	55	-1
0	34.7819	60	74	1839
0	34.7875	0	0	-1
0	34.7956	98	98	-1
0	34.7985	32	32	-1
0	34.8079	55	55	-1
0	34.8153	3	3	-1
0	34.8302	14	14	-1
0	34.8339	6	6	-1
0	34.8352	0	32	1864
0	34.8458	67	67	-1
0	34.8538	47	47	-1
0	34.8582	34	34	-1
2	34.8685	78	34
0	34.8695	60	13	1839
0	34.8758	6	74	1834
0	34.9119	14	14	-1
0	34.9215	23	23	-1
0	34.9333	15	15	-1
0	34.9335	66	66	-1
0	34.9456	42	42	-1
0	34.947	10	10	-1
0	34.9476	10	10	-1
0	34.9928	79	79	-1
0	35.0058	93	93	-1
0	35.0205	66	66	-1
0	35.0403	23	25	1878
0	35.051	62	62	-1
0	35.0554	78	78	-1
0	35.0636	17	17	-1
0	35.0954	49	49	-1
0	35.0961	51	51	-1
0	35.1112	90	90	-1
0	35.122	74	74	-1
0	35.1319	96	96	-1
0	35.1483	76	76	-1
0	35.1633	40	40	-1
0	35.1635	49	49	-1
0	35.1826	13	31	1742
0	35.1837	53	53	-1
0	35.1851	6	13	1870
0	35.2443	88	88	-1
0	35.2509	99	99	-1
0	35.267	94	94	-1
0	35.2821	42	42	-1
0	35.2915	44	44	-1
0	35.3027	91	91	-1
0	35.3034	17	17	-1
0	35.316	97	97	-1
0	35.3293	73	73	-1
0	35.3324	62	62	-1
0	35.3325	53	53	-1
0	35.3509	43	43	-1
0	35.3665	73	15	1910
0	35.4074	83	83	-1
0	35.4151	14	87	1869
0	35.4157	93	93	-1
0	35.4172	49	66	1898
0	35.4199	6	31	1901
0	35.4455	33	33	-1
0	35.4602	39	39	-1
0	35.4603	93	48	1917
0	35.4665	2	2	-1
0	35.475	57	57	-1
0	35.4986	90	90	-1
0	35.5082	78	34	1889
0	35.509	31	31	-1
0	35.5171	14	14	-1
0	35.5358	38	38	-1
0	35.5398	36	36	-1
0	35.542	31	31	-1
0	35.5446	65	65	-1
0	35.5567	85	85	-1
0	35.5734	56	56	-1
0	35.5811	43	43	-1
0	35.6008	74	74	-1
0	35.6247	6	74	1870
0	35.6258	32	32	-1
0	35.6568	28	28	-1
0	35.6594	7	7	-1
0	35.6643	66	66	-1
0	35.6943	43	43	-1
0	35.7019	60	60	-1
0	35.7189	6	74	1901
0	35.7462	77	77	-1
0	35.7569	56	56	-1
0	35.7598	43	43	-1
0	35.7607	24	24	-1
0	35.7819	19	19	-1
0	35.7869	38	8	1929
0	35.8553	27	27	-1
0	35.8934	80	80	-1
0	35.8969	98	98	-1
0	35.9178	60	74	1943
0	35.9602	36	36	-1
0	35.962	89	89	-1
0	35.9932	54	54	-1
0	36.0188	83	83	-1
0	36.0356	45	45	-1
0	36.0483	94	94	-1
0	36.0503	51	51	-1
0	36.0649	72	72	-1
0	36.0725	92	92	-1
0	36.0827	93	48	1885
0	36.0865	72	55	1962
0	36.088	3	3	-1
0	36.1057	90	90	-1
0	36.1082	14	14	-1
0	36.1121	31	31	-1
0	36.1199	80	80	-1
0	36.1228	55	55	-1
0	36.1282	85	85	-1
