type	time	src	dst	parent
0	36.1335	80	80	-1
0	36.146	76	76	-1
0	36.1514	78	78	-1
0	36.1529	98	98	-1
0	36.1636	51	51	-1
0	36.1804	78	34	1975
0	36.1844	65	65	-1
0	36.2092	48	48	-1
0	36.2299	72	85	1965
0	36.2363	74	74	-1
0	36.241	60	74	1875
0	36.2836	31	31	-1
0	36.3065	17	17	-1
0	36.3701	13	13	-1
0	36.412	81	81	-1
0	36.4182	26	26	-1
0	36.432	1	1	-1
0	36.4482	44	44	-1
0	36.4654	42	42	-1
0	36.4793	78	78	-1
0	36.4823	43	43	-1
0	36.5083	74	74	-1
0	36.5585	54	66	1957
0	36.5617	6	6	-1
0	36.5905	31	31	-1
0	36.5991	53	53	-1
0	36.654	35	35	-1
0	36.7188	13	13	-1
0	36.7364	55	85	1867
0	36.7953	53	53	-1
2	36.8073	8	62
0	36.8824	13	13	-1
0	36.9075	76	76	-1
0	36.9352	13	74	1986
0	36.9382	96	96	-1
0	36.9651	60	6	1943
0	36.9677	72	72	-1
0	36.9775	85	85	-1
0	36.9877	2	2	-1
0	37.0308	75	75	-1
0	37.0347	43	43	-1
0	37.0375	66	66	-1
0	37.0515	54	54	-1
0	37.0699	78	34	1992
0	37.0909	47	47	-1
0	37.0915	61	61	-1
0	37.0942	94	94	-1
0	37.101	83	83	-1
0	37.1202	35	13	1999
0	37.1213	73	73	-1
0	37.1668	35	31	2020
0	37.1683	91	91	-1
0	37.1863	62	62	-1
0	37.2049	40	40	-1
0	37.2236	2	2	-1
0	37.2367	28	28	-1
0	37.271	87	87	-1
0	37.2765	24	24	-1
0	37.2835	16	16	-1
0	37.2847	55	55	-1
0	37.2891	11	11	-1
0	37.2935	10	10	-1
0	37.3045	13	74	2000
0	37.3221	72	72	-1
0	37.3312	25	25	-1
0	37.3339	51	51	-1
0	37.3498	17	17	-1
0	37.3612	35	74	2020
0	37.376	32	32	-1
0	37.3772	74	74	-1
0	37.4136	46	46	-1
0	37.4253	44	97	1990
0	37.4315	32	32	-1
0	37.4411	29	29	-1
0	37.5004	53	53	-1
0	37.5231	96	96	-1
0	37.5275	30	30	-1
0	37.5763	71	71	-1
0	37.6072	19	19	-1
0	37.6296	39	39	-1
0	37.6758	30	38	2048
0	37.6937	97	97	-1
0	37.6987	19	19	-1
0	37.7686	64	64	-1
0	37.8085	27	27	-1
0	37.8147	49	49	-1
0	37.8185	88	88	-1
0	37.8639	27	55	2056
0	37.8689	54	54	-1
0	37.8731	71	71	-1
0	37.8861	90	90	-1
0	37.8928	50	50	-1
0	37.9346	78	78	-1
0	37.9411	21	21	-1
0	37.9538	78	78	-1
0	37.9613	54	66	2060
0	37.9829	92	92	-1
0	37.9964	55	55	-1
0	38.0169	18	18	-1
0	38.0607	76	76	-1
0	38.1017	19	19	-1
0	38.1089	8	8	-1
0	38.1179	71	16	2049
0	38.1331	77	77	-1
0	38.1453	97	97	-1
0	38.1478	6	74	1996
0	38.1498	10	10	-1
0	38.1882	78	78	-1
0	38.2115	47	47	-1
0	38.2117	54	49	2060
0	38.2541	98	98	-1
0	38.2572	18	18	-1
0	38.2608	97	62	2053
0	38.2908	29	15	2045
0	38.2973	27	85	2059
0	38.2985	30	30	-1
0	38.3486	56	56	-1
0	38.3568	37	37	-1
0	38.3601	1	1	-1
0	38.3702	74	74	-1
0	38.3736	17	17	-1
0	38.3759	30	38	2087
0	38.385	76	76	-1
0	38.4137	37	37	-1
0	38.4478	54	66	2081
0	38.453	45	45	-1
0	38.4607	54	54	-1
0	38.475	90	90	-1
0	38.4771	54	66	2098
0	38.4947	48	48	-1
2	38.4949	27	85
0	38.5121	52	52	-1
0	38.5231	57	57	-1
0	38.5298	57	57	-1
0	38.5467	85	85	-1
0	38.5529	80	80	-1
0	38.5585	1	1	-1
0	38.5624	18	5	2083
0	38.5996	36	36	-1
0	38.6064	0	0	-1
0	38.6121	10	10	-1
0	38.6248	26	26	-1
0	38.628	97	62	2076
0	38.6281	64	64	-1
2	38.6513	92	24
0	38.6771	87	87	-1
0	38.6815	58	58	-1
0	38.7041	30	8	2048
0	38.7188	34	34	-1
0	38.72	97	97	-1
0	38.7869	47	47	-1
0	38.8041	36	36	-1
0	38.8094	34	34	-1
0	38.8136	0	0	-1
0	38.8366	37	94	2095
0	38.8625	69	69	-1
0	38.8679	56	56	-1
0	38.8866	56	56	-1
0	38.8951	57	48	2104
0	38.9081	81	81	-1
0	38.9085	65	65	-1
0	38.9315	21	21	-1
0	38.9551	8	8	-1
0	38.9574	22	22	-1
2	38.9645	0	91
0	38.9689	39	39	-1
0	38.9901	0	32	2123
0	39.0214	0	32	2110
0	39.0484	22	31	2133
0	39.0626	91	91	-1
0	39.0674	19	15	2072
0	39.0716	50	50	-1
0	39.0783	81	81	-1
0	39.085	40	40	-1
0	39.0947	59	59	-1
0	39.1264	78	78	-1
0	39.1962	21	21	-1
0	39.2069	69	69	-1
0	39.2267	97	97	-1
0	39.2474	59	59	-1
0	39.2731	60	13	2007
0	39.274	60	74	2149
0	39.2783	27	27	-1
0	39.2969	19	19	-1
2	39.3052	72	98
0	39.3104	66	66	-1
0	39.3476	19	15	2152
0	39.3504	97	62	2119
0	39.3516	93	93	-1
0	39.3556	81	70	2129
0	39.3571	47	47	-1
0	39.3626	37	26	2095
0	39.413	77	77	-1
0	39.4136	44	44	-1
0	39.4414	34	34	-1
0	39.4426	21	21	-1
0	39.46	97	97	-1
0	39.4785	78	34	2144
0	39.4842	45	45	-1
0	39.5072	34	34	-1
0	39.516	93	48	2156
0	39.5218	77	91	2160
0	39.5246	13	74	1642
0	39.5376	45	45	-1
0	39.5405	92	92	-1
0	39.547	89	89	-1
0	39.5682	92	24	2172
0	39.5687	68	68	-1
0	39.5723	67	67	-1
0	39.575	51	51	-1
0	39.5897	40	40	-1
0	39.5939	31	31	-1
0	39.6041	30	8	2093
0	39.615	10	10	-1
0	39.6175	80	80	-1
0	39.6702	40	40	-1
0	39.7219	30	30	-1
0	39.7661	96	96	-1
0	39.7819	44	44	-1
0	39.7927	30	30	-1
0	39.8185	37	93	2124
0	39.8586	33	33	-1
0	39.8706	0	0	-1
0	39.8863	99	99	-1
0	39.8866	88	88	-1
0	39.8914	18	18	-1
0	39.9126	71	71	-1
0	39.9319	24	24	-1
0	39.9446	24	24	-1
0	39.9485	75	75	-1
0	39.9603	51	51	-1
0	39.9894	77	77	-1
0	39.9974	56	56	-1
0	40.0033	73	73	-1
0	40.0175	93	93	-1
0	40.0342	99	99	-1
0	40.0395	20	20	-1
0	40.1018	33	33	-1
0	40.106	75	75	-1
0	40.1239	93	48	2202
0	40.1337	79	79	-1
0	40.149	65	65	-1
0	40.1827	48	48	-1
0	40.2107	10	10	-1
0	40.2198	78	78	-1
0	40.2301	36	36	-1
0	40.2378	78	78	-1
0	40.2499	4	4	-1
0	40.2789	20	20	-1
0	40.2896	78	34	2212
0	40.29	72	72	-1
0	40.2972	90	90	-1
0	40.3286	92	92	-1
0	40.3334	73	15	2201
0	40.3537	30	38	2187
0	40.3613	83	83	-1
0	40.3846	65	65	-1
0	40.3872	97	62	2164
0	40.4028	92	24	2220
0	40.4033	81	70	2141
0	40.4233	22	22	-1
0	40.4506	22	31	2228
0	40.4661	4	4	-1
0	40.5246	73	73	-1
0	40.5509	21	21	-1
0	40.5751	92	92	-1
0	40.5813	23	23	-1
0	40.6004	51	51	-1
0	40.6067	5	5	-1
0	40.63	4	4	-1
0	40.6356	73	73	-1
0	40.6405	2	2	-1
0	40.643	82	82	-1
0	40.6523	91	91	-1
0	40.6701	54	54	-1
0	40.6823	33	33	-1
0	40.6889	79	79	-1
0	40.7533	71	71	-1
0	40.7747	58	58	-1
0	40.7849	76	76	-1
0	40.7999	90	90	-1
0	40.8184	47	47	-1
0	40.843	92	92	-1
0	40.8597	23	25	2234
0	40.8705	71	16	2194
0	40.8764	92	92	-1
0	40.9001	35	60	1999
0	40.9216	87	87	-1
0	40.9319	73	15	2238
0	40.9343	5	5	-1
0	40.9376	35	6	2254
0	40.9536	8	8	-1
0	41.0159	60	60	-1
0	41.0287	63	63	-1
0	41.047	8	8	-1
0	41.0659	71	71	-1
0	41.077	56	56	-1
0	41.1174	75	75	-1
0	41.136	17	17	-1
0	41.1366	87	87	-1
0	41.1383	91	91	-1
0	41.1604	87	87	-1
0	41.1773	30	8	2184
0	41.2361	51	51	-1
0	41.2712	92	24	2233
0	41.2736	12	12	-1
0	41.2788	77	77	-1
0	41.2888	35	13	2254
0	41.2891	31	31	-1
0	41.296	0	0	-1
0	41.3075	27	85	2151
0	41.3282	33	33	-1
0	41.3408	35	74	2275
0	41.3421	25	25	-1
2	41.3478	65	39
0	41.3573	28	28	-1
0	41.3647	89	89	-1
0	41.383	65	65	-1
0	41.4063	66	66	-1
0	41.427	54	54	-1
0	41.4272	80	80	-1
0	41.4343	35	31	2275
0	41.4362	44	44	-1
0	41.4405	87	53	2267
0	41.472	73	73	-1
0	41.4738	37	37	-1
0	41.4888	8	62	2259
0	41.491	20	20	-1
0	41.5092	60	13	2260
0	41.5157	48	48	-1
0	41.5168	75	75	-1
0	41.5417	13	13	-1
0	41.5459	34	34	-1
0	41.5484	87	53	2269
0	41.561	59	59	-1
0	41.6352	8	8	-1
0	41.6499	13	74	2298
0	41.6567	84	84	-1
0	41.6625	87	87	-1
0	41.6686	78	78	-1
0	41.6753	71	71	-1
0	41.6803	85	85	-1
0	41.6831	4	83	2230
0	41.7284	87	87	-1
0	41.7325	82	82	-1
0	41.7478	99	99	-1
0	41.7636	47	47	-1
0	41.7762	36	36	-1
2	41.8021	35	6
0	41.8079	79	79	-1
0	41.8427	91	91	-1
0	41.8539	27	27	-1
0	41.8843	27	85	2317
0	41.923	16	16	-1
0	41.9343	78	78	-1
0	41.9698	30	68	2184
0	41.9889	66	66	-1
0	41.9944	28	28	-1
0	41.9959	6	6	-1
0	42.0163	87	53	2310
0	42.0185	99	99	-1
0	42.0257	22	22	-1
0	42.0523	45	45	-1
0	42.0527	35	35	-1
0	42.0634	77	91	2274
0	42.0822	79	79	-1
0	42.0952	54	54	-1
0	42.1115	7	7	-1
0	42.1171	61	61	-1
0	42.1485	97	97	-1
0	42.1633	90	90	-1
0	42.1794	48	48	-1
0	42.185	99	99	-1
0	42.2092	39	39	-1
0	42.2258	35	13	2258
0	42.2393	66	66	-1
0	42.2682	0	0	-1
0	42.2768	60	74	2295
0	42.2799	68	68	-1
0	42.2905	54	49	2286
0	42.3053	93	93	-1
0	42.3067	94	94	-1
0	42.3095	4	4	-1
0	42.3129	70	70	-1
0	42.3327	25	25	-1
0	42.3382	92	24	2253
0	42.3489	80	80	-1
0	42.3497	48	48	-1
0	42.3856	30	62	2270
0	42.3914	88	88	-1
0	42.4275	90	90	-1
0	42.4409	83	83	-1
0	42.5153	0	32	2277
0	42.5207	21	21	-1
0	42.5226	54	49	2098
0	42.5302	87	87	-1
0	42.5917	52	52	-1
0	42.595	74	74	-1
0	42.6085	22	22	-1
0	42.6437	36	36	-1
0	42.6513	76	76	-1
0	42.6634	19	19	-1
0	42.6861	22	31	2364
0	42.7295	63	63	-1
0	42.7532	1	1	-1
0	42.7616	91	91	-1
0	42.7837	6	13	2324
0	42.7972	79	79	-1
0	42.8167	3	3	-1
0	42.8214	94	93	2347
0	42.8256	78	78	-1
0	42.8263	35	60	2329
0	42.8333	22	22	-1
0	42.8361	68	68	-1
0	42.8641	76	76	-1
0	42.869	85	85	-1
0	42.8741	19	19	-1
0	42.8794	89	89	-1
0	42.9054	19	15	2367
0	42.9384	54	66	2360
0	42.9499	12	12	-1
0	42.9522	66	66	-1
0	42.9621	78	78	-1
2	42.9859	35	74
0	43.001	4	4	-1
0	43.0192	53	53	-1
0	43.0361	14	14	-1
0	43.0419	83	83	-1
0	43.0538	39	39	-1
0	43.0709	64	64	-1
0	43.0794	58	58	-1
0	43.1177	57	57	-1
0	43.1227	55	55	-1
0	43.1255	22	22	-1
0	43.1632	22	86	2364
0	43.168	60	31	2295
0	43.1695	42	42	-1
0	43.1845	76	76	-1
0	43.1852	6	74	2372
0	43.2309	57	57	-1
0	43.2345	27	55	2317
0	43.2794	0	0	-1
0	43.2856	71	71	-1
0	43.3147	18	18	-1
0	43.3153	23	23	-1
0	43.3286	48	48	-1
0	43.3407	24	24	-1
0	43.3588	88	88	-1
0	43.3681	0	0	-1
0	43.3758	93	93	-1
2	43.3804	30	62
0	43.3855	78	34	2388
0	43.391	84	84	-1
0	43.4003	9	9	-1
0	43.4016	97	62	2335
0	43.4018	14	87	2391
0	43.4154	77	77	-1
0	43.4415	35	35	-1
0	43.4545	35	74	2340
2	43.4739	35	31
0	43.4799	71	16	2407
0	43.5288	28	28	-1
0	43.5298	69	69	-1
0	43.5365	98	98	-1
0	43.5386	59	59	-1
0	43.5463	35	74	2254
0	43.5465	64	64	-1
0	43.5666	80	80	-1
0	43.5719	3	3	-1
0	43.5888	0	91	2342
0	43.5929	58	58	-1
0	43.6065	27	85	2405
0	43.633	88	88	-1
0	43.6547	99	66	2203
0	43.7364	9	9	-1
0	43.7548	78	34	2376
0	43.7621	82	82	-1
0	43.8027	65	65	-1
0	43.8028	9	9	-1
0	43.816	61	61	-1
0	43.8628	45	45	-1
0	43.8651	31	31	-1
0	43.9378	81	81	-1
0	43.9447	50	50	-1
0	43.9504	10	10	-1
0	43.9509	54	54	-1
0	44.0775	30	30	-1
2	44.0961	51	59
0	44.1028	9	9	-1
0	44.1141	58	58	-1
0	44.1146	22	31	2327
0	44.1669	7	7	-1
0	44.1752	51	51	-1
0	44.2016	51	59	2454
0	44.2086	35	13	2329
0	44.2263	54	49	2448
0	44.2279	98	98	-1
0	44.2321	61	61	-1
0	44.2456	96	96	-1
0	44.2526	39	39	-1
0	44.2704	74	74	-1
0	44.2737	70	70	-1
0	44.297	42	42	-1
0	44.2985	54	54	-1
0	44.3167	87	87	-1
0	44.3295	88	63	2435
0	44.3653	58	58	-1
0	44.367	29	29	-1
0	44.369	0	0	-1
0	44.3855	92	92	-1
0	44.3985	93	93	-1
0	44.4154	71	71	-1
0	44.4379	22	22	-1
0	44.4472	51	51	-1
0	44.4606	91	91	-1
0	44.4637	59	59	-1
0	44.4658	29	29	-1
0	44.4879	92	24	2471
0	44.4894	18	18	-1
0	44.5093	0	32	2470
0	44.5774	72	72	-1
0	44.5831	38	38	-1
0	44.5856	22	22	-1
0	44.5867	30	8	2449
0	44.595	2	2	-1
0	44.6458	54	66	2465
0	44.6547	42	42	-1
0	44.673	29	15	2469
0	44.6941	35	74	2421
0	44.737	14	53	2419
0	44.7485	86	86	-1
0	44.7553	73	73	-1
0	44.759	46	46	-1
0	44.7733	83	83	-1
0	44.7741	86	86	-1
0	44.7816	7	7	-1
0	44.7884	51	59	2475
0	44.7988	22	22	-1
0	44.8043	45	45	-1
0	44.8172	67	67	-1
0	44.8185	75	75	-1
0	44.82	55	85	2397
0	44.8356	29	31	2478
0	44.8527	3	3	-1
0	44.8662	40	40	-1
0	44.8721	45	45	-1
0	44.8891	46	46	-1
0	44.9116	6	6	-1
0	44.9127	60	60	-1
0	44.9174	33	33	-1
0	44.9313	30	62	2485
0	44.9461	22	31	2474
0	44.9653	8	8	-1
0	44.9685	32	32	-1
0	45.0107	29	15	2478
0	45.0413	41	41	-1
0	45.0477	0	91	2470
0	45.0871	33	33	-1
0	45.0903	21	21	-1
0	45.0915	21	21	-1
0	45.0918	72	72	-1
0	45.0926	48	48	-1
0	45.0941	15	15	-1
0	45.0946	80	80	-1
0	45.1149	51	51	-1
0	45.1204	15	15	-1
0	45.1358	75	75	-1
0	45.1578	58	58	-1
0	45.1761	98	98	-1
0	45.1886	23	25	2409
0	45.2405	13	13	-1
0	45.2441	86	86	-1
0	45.2487	16	16	-1
0	45.2594	71	71	-1
0	45.2869	12	12	-1
0	45.2984	57	57	-1
0	45.302	86	86	-1
0	45.3177	22	22	-1
0	45.3363	47	47	-1
0	45.3529	69	69	-1
0	45.4033	29	29	-1
0	45.4256	6	13	2509
0	45.4296	84	84	-1
0	45.4517	46	46	-1
0	45.4675	58	58	-1
0	45.4803	50	50	-1
0	45.496	89	89	-1
0	45.4985	11	11	-1
0	45.5056	13	13	-1
0	45.5387	71	16	2473
2	45.628	65	34
0	45.6311	22	22	-1
0	45.6412	63	63	-1
0	45.6426	67	67	-1
0	45.655	27	27	-1
0	45.6569	37	37	-1
0	45.6582	37	26	2556
0	45.6907	10	10	-1
0	45.7173	74	74	-1
0	45.7259	33	33	-1
0	45.7369	82	82	-1
0	45.7379	87	87	-1
0	45.7389	73	73	-1
0	45.7416	86	86	-1
0	45.7644	32	32	-1
0	45.7672	89	89	-1
0	45.7705	31	31	-1
0	45.7887	51	51	-1
0	45.827	27	27	-1
0	45.86	73	73	-1
0	45.8756	27	85	2555
0	45.8792	93	93	-1
0	45.9246	22	31	2484
0	45.9299	21	21	-1
0	45.9433	65	65	-1
0	45.993	31	31	-1
0	46.0044	22	86	2539
0	46.013	61	61	-1
0	46.023	29	29	-1
0	46.0313	48	48	-1
0	46.0378	70	70	-1
0	46.0461	30	62	2449
0	46.06	94	94	-1
0	46.0643	0	0	-1
0	46.0677	79	79	-1
0	46.1363	77	77	-1
0	46.1525	3	3	-1
0	46.1858	0	32	2584
0	46.1897	71	71	-1
0	46.1903	22	86	2552
0	46.2079	15	15	-1
0	46.2129	85	85	-1
0	46.2189	33	33	-1
0	46.22	16	16	-1
0	46.2469	60	13	2510
0	46.2506	46	46	-1
0	46.2703	97	97	-1
0	46.277	67	67	-1
0	46.285	56	56	-1
0	46.3019	47	47	-1
0	46.3259	76	76	-1
2	46.3272	95	24
0	46.328	37	37	-1
0	46.3978	82	40	2561
0	46.4008	29	31	2542
0	46.4246	11	11	-1
0	46.461	65	65	-1
0	46.4837	29	15	2579
0	46.4859	27	27	-1
0	46.5039	58	58	-1
0	46.5241	71	16	2589
0	46.5611	36	36	-1
0	46.5703	18	18	-1
0	46.5839	33	33	-1
0	46.607	46	46	-1
0	46.6076	81	81	-1
0	46.635	43	43	-1
0	46.6464	82	82	-1
0	46.6615	89	89	-1
0	46.6628	37	26	2602
0	46.6642	44	44	-1
0	46.68	65	65	-1
0	46.6805	53	53	-1
0	46.6833	6	31	2543
0	46.686	57	57	-1
0	46.6873	31	31	-1
0	46.7322	94	94	-1
0	46.7327	21	21	-1
0	46.7359	39	39	-1
0	46.751	24	24	-1
0	46.7541	1	1	-1
0	46.802	62	62	-1
0	46.8047	20	20	-1
0	46.8197	5	5	-1
0	46.8367	80	80	-1
0	46.8459	94	94	-1
0	46.856	16	16	-1
0	46.8642	60	74	2595
0	46.8665	27	85	2569
0	46.8775	10	10	-1
0	46.913	87	87	-1
0	46.9205	49	49	-1
0	46.9248	82	82	-1
0	46.9267	9	9	-1
0	46.9637	1	1	-1
0	46.99	82	40	2642
0	47.009	95	95	-1
0	47.0201	40	40	-1
0	47.0415	18	5	2612
0	47.0565	65	34	2606
0	47.0759	72	72	-1
0	47.0764	6	31	2372
0	47.0765	43	43	-1
0	47.0876	68	68	-1
2	47.0986	7	84
0	47.1274	62	62	-1
0	47.1515	92	92	-1
0	47.154	74	74	-1
0	47.1758	12	12	-1
0	47.1841	16	16	-1
0	47.224	39	39	-1
0	47.2468	88	88	-1
0	47.2776	38	38	-1
0	47.2799	88	63	2660
0	47.3099	80	80	-1
0	47.3117	35	35	-1
0	47.3267	23	23	-1
0	47.3475	78	78	-1
0	47.3572	32	32	-1
0	47.3803	10	10	-1
0	47.4136	72	55	2650
0	47.4202	11	11	-1
0	47.4219	50	50	-1
0	47.4292	94	94	-1
0	47.4442	78	78	-1
0	47.4785	41	41	-1
0	47.4816	65	65	-1
0	47.4899	53	53	-1
0	47.4944	22	22	-1
0	47.5029	65	39	2675
0	47.5099	91	91	-1
0	47.5111	71	71	-1
0	47.5147	42	42	-1
0	47.6126	65	34	2675
0	47.6133	39	39	-1
0	47.634	41	63	2674
0	47.6486	22	86	2677
0	47.6844	49	49	-1
0	47.6964	82	82	-1
0	47.6969	55	55	-1
0	47.7046	81	70	2615
0	47.707	88	88	-1
0	47.708	59	59	-1
0	47.716	0	0	-1
0	47.7235	5	5	-1
0	47.7287	95	95	-1
0	47.7362	8	8	-1
0	47.7548	71	71	-1
0	47.7865	58	58	-1
0	47.8054	84	84	-1
0	47.8074	27	27	-1
0	47.8149	86	86	-1
0	47.8198	74	74	-1
0	47.8311	93	93	-1
0	47.8588	28	28	-1
0	47.8614	76	76	-1
0	47.8647	60	60	-1
0	47.8677	72	72	-1
0	47.8878	35	31	2664
0	47.892	24	24	-1
0	47.9356	84	84	-1
0	47.938	92	92	-1
0	47.9714	10	10	-1
0	47.9804	5	5	-1
0	48.0054	72	55	2706
0	48.0054	60	13	2705
0	48.0104	34	34	-1
0	48.0497	12	12	-1
0	48.0727	82	82	-1
0	48.1066	89	89	-1
0	48.1258	56	56	-1
0	48.1427	87	53	2640
0	48.1533	61	61	-1
0	48.1552	86	86	-1
0	48.1874	97	97	-1
2	48.1974	42	49
0	48.2285	37	37	-1
0	48.2304	78	34	2673
0	48.3003	29	29	-1
0	48.3203	26	26	-1
0	48.3309	66	66	-1
0	48.3401	28	28	-1
0	48.3633	44	44	-1
0	48.3776	70	70	-1
0	48.3835	50	50	-1
0	48.3845	20	20	-1
0	48.3881	60	74	2705
0	48.4093	55	55	-1
0	48.4248	99	99	-1
0	48.4286	28	28	-1
0	48.4305	62	62	-1
0	48.4643	11	11	-1
0	48.4661	93	48	2572
0	48.5304	47	47	-1
0	48.5578	35	13	2664
0	48.5802	99	99	-1
0	48.5833	36	36	-1
0	48.6088	27	55	2699
0	48.6149	13	13	-1
2	48.6176	42	81
0	48.6241	42	42	-1
0	48.66	82	82	-1
0	48.6653	64	64	-1
0	48.6731	18	18	-1
0	48.6758	80	80	-1
0	48.7088	84	84	-1
0	48.7491	35	74	2664
0	48.7592	77	77	-1
0	48.7673	14	14	-1
0	48.7931	73	73	-1
0	48.8099	33	33	-1
0	48.8199	59	59	-1
0	48.8226	99	66	2736
0	48.8231	93	93	-1
0	48.8479	17	17	-1
0	48.851	64	64	-1
0	48.8535	42	42	-1
0	48.863	0	91	2692
0	48.8783	68	68	-1
0	48.8799	17	17	-1
0	48.8971	21	21	-1
0	48.9117	59	59	-1
0	48.9397	29	31	2469
0	48.9413	73	15	2756
0	48.9845	29	31	2726
0	48.9919	14	14	-1
0	48.9998	29	29	-1
0	49.0007	92	24	2710
0	49.0244	62	62	-1
0	49.1068	61	61	-1
0	49.1164	28	28	-1
0	49.1214	69	69	-1
0	49.1265	26	26	-1
0	49.1322	55	85	2735
0	49.1413	96	96	-1
0	49.1494	19	19	-1
0	49.1722	81	81	-1
0	49.1935	57	57	-1
0	49.2001	82	82	-1
0	49.2024	71	71	-1
0	49.2183	55	55	-1
0	49.2209	93	93	-1
0	49.2226	30	30	-1
0	49.235	17	17	-1
0	49.2753	63	63	-1
0	49.2789	14	14	-1
0	49.2923	60	60	-1
0	49.2982	52	52	-1
0	49.2994	53	53	-1
0	49.3142	35	35	-1
0	49.3167	60	60	-1
0	49.3175	77	91	2754
0	49.3292	0	0	-1
0	49.3949	22	22	-1
0	49.4033	42	42	-1
0	49.4189	2	2	-1
0	49.43	72	85	2669
0	49.4418	10	10	-1
0	49.4469	0	91	2799
0	49.4505	62	62	-1
0	49.4521	54	54	-1
0	49.4545	94	94	-1
0	49.4711	56	56	-1
0	49.4882	95	95	-1
0	49.5066	60	31	2714
0	49.5166	19	15	2782
0	49.5173	35	31	2796
0	49.5179	18	18	-1
0	49.5347	27	27	-1
0	49.5656	8	8	-1
0	49.5877	91	91	-1
0	49.5925	20	20	-1
0	49.6115	30	62	2789
0	49.6129	33	33	-1
0	49.6264	95	95	-1
0	49.6454	60	13	2793
0	49.6952	77	77	-1
0	49.6971	98	98	-1
0	49.7378	57	48	2784
0	49.743	23	23	-1
0	49.7719	79	79	-1
0	49.7996	2	2	-1
0	49.8073	76	76	-1
0	49.8245	76	76	-1
0	49.858	23	48	2826
0	49.8639	43	43	-1
0	49.8717	35	60	2664
0	49.8745	58	58	-1
0	49.8827	12	12	-1
2	49.9227	60	31
0	49.937	43	43	-1
0	49.9504	22	31	2800
0	49.9564	35	13	2833
0	49.9754	32	32	-1
0	49.9885	81	81	-1
0	49.992	95	95	-1
0	49.9929	42	81	2763
0	50.0017	34	34	-1
0	50.0022	38	38	-1
0	50.0144	66	66	-1
0	50.0176	91	91	-1
0	50.0513	25	25	-1
0	50.064	29	29	-1
0	50.072	73	73	-1
0	50.0721	0	32	2799
0	50.1035	85	85	-1
0	50.1362	98	98	-1
0	50.1627	7	7	-1
0	50.1852	0	0	-1
0	50.204	64	64	-1
0	50.2202	60	74	2797
0	50.2707	16	16	-1
0	50.2829	87	87	-1
0	50.2839	86	86	-1
0	50.3063	11	11	-1
0	50.3258	51	51	-1
0	50.348	87	87	-1
0	50.3666	95	95	-1
0	50.3872	78	78	-1
0	50.3911	7	7	-1
0	50.4141	54	66	2807
0	50.4162	35	74	2833
0	50.4199	48	48	-1
0	50.4288	87	87	-1
0	50.4399	27	27	-1
0	50.4456	54	54	-1
0	50.4631	84	84	-1
0	50.4647	23	23	-1
0	50.4729	61	61	-1
0	50.4819	92	92	-1
0	50.4867	50	50	-1
0	50.5007	14	14	-1
0	50.5133	95	95	-1
0	50.5231	73	15	2849
0	50.5284	14	87	2877
0	50.5442	28	28	-1
0	50.5511	7	84	2865
0	50.5714	30	8	2789
0	50.5977	2	2	-1
0	50.6114	73	73	-1
0	50.6238	83	83	-1
0	50.6406	52	52	-1
0	50.6443	39	39	-1
0	50.6548	29	15	2773
0	50.6586	95	24	2863
0	50.6667	66	66	-1
0	50.6889	13	13	-1
0	50.7086	10	10	-1
0	50.7111	22	31	2677
0	50.7147	32	32	-1
0	50.7241	44	44	-1
0	50.7285	34	34	-1
2	50.7342	67	74
2	50.737	41	51
0	50.7878	95	24	2878
0	50.7898	11	11	-1
0	50.7899	69	69	-1
0	50.7932	49	49	-1
0	50.7939	57	57	-1
0	50.7983	26	26	-1
0	50.8409	84	84	-1
0	50.8432	41	41	-1
0	50.8677	52	52	-1
0	50.8731	49	49	-1
0	50.8843	27	27	-1
0	50.925	72	72	-1
0	50.9308	66	66	-1
0	50.9351	25	25	-1
0	50.9477	37	37	-1
0	50.9636	3	3	-1
0	50.9664	37	37	-1
0	50.9739	62	62	-1
0	50.9931	89	89	-1
0	51.0057	49	66	2907
0	51.0071	73	73	-1
0	51.0182	27	27	-1
2	51.0247	93	63
2	51.0323	59	10
0	51.0727	7	84	2853
0	51.0906	62	62	-1
0	51.0938	81	81	-1
0	51.0972	60	6	2705
0	51.11	15	15	-1
0	51.133	0	0	-1
0	51.1416	78	78	-1
0	51.1541	57	57	-1
0	51.1597	26	26	-1
0	51.164	23	23	-1
0	51.1988	75	75	-1
0	51.1992	54	66	2871
0	51.2071	66	66	-1
0	51.2116	73	73	-1
0	51.245	13	13	-1
0	51.2531	93	93	-1
0	51.254	27	55	2908
0	51.2651	62	62	-1
0	51.267	49	66	2901
0	51.2966	48	48	-1
0	51.3108	51	51	-1
0	51.324	49	49	-1
0	51.3365	14	14	-1
0	51.3628	48	48	-1
0	51.3774	73	73	-1
0	51.3821	5	5	-1
0	51.3906	27	27	-1
0	51.3913	50	50	-1
0	51.3969	92	92	-1
0	51.4098	57	57	-1
0	51.4115	49	66	2941
0	51.4578	76	76	-1
0	51.4819	23	48	2873
0	51.5313	27	85	2936
0	51.5361	68	68	-1
0	51.5635	4	4	-1
0	51.5914	73	15	2944
0	51.6099	6	6	-1
0	51.6109	29	29	-1
0	51.6131	29	31	2958
0	51.6151	69	69	-1
0	51.6246	27	55	2946
0	51.6333	33	33	-1
